carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4216
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3834
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2832
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5523
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,546
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,987
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,5201
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,998
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,926
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4829
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,6531
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,7905
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4802
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,730
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1103
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3085
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2769
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5689
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,12232
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,609
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1228
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,722
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9090
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2271
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4027
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2258
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,1313
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2899
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,5154
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,2194
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,10989
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6419
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6542
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-574
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,702
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2422
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3858
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,962
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15475
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6545
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,709
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,176
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1507
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,14801
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,462
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,12321
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,-255
0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,2111
0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,2368
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6213
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,5
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,6020
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,10021
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,597
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1173
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4535
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,-860
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,10762
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5845
0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1057
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5384
0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1878
1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4775
0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,372
1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5826
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,184
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4570
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,-57
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4296
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,6423
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4534
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1993
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1569
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7898
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,5172
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5518
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,2736
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,14108
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,12181
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10033
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4995
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2226
0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4639
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,-32
0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3881
0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,1351
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,2131
0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2491
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,5719
1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,3981
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,14576
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,424
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,245
0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,1735
0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,299
1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,11246
0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,-350
0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,-952
0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,1742
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,785
0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,2072
0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,2684
0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,3528
0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1238
1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,12293
0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,2433
1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,8849
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,2073
0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,1956
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6557
0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1989
0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,2067
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,11195
1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,8597
0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,-140
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1201
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,5062
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6953
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3321
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,2427
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1538
0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1081
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1858
0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,1128
2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,19304
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,13978
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,8300
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3058
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4928
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1149
0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,-1309
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,2778
0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1221
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,4187
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,15968
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2498
1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,13277
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,9529
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,1956
0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2821
1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,5912
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,4288
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2973
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,3263
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,15325
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,1059
0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,4107
1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5222
0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,924
0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,2101
0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,436
1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,6350
0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1575
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,10963
0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,1532
0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,1827
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,-336
0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1769
1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,6090
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1897
0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,5618
0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,137
0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,-390
0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,-555
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,235
0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,3737
0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,2243
0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,1389
1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5594
0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1998
1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,7069
2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,16282
1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6133
1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,5057
1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,11299
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,2044
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,-150
0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,597
0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3467
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,7375
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,-137
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1948
1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,5727
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1951
1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4999
0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,786
0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4038
0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1121
0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,263
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4266
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,6294
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2349
0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,-1247
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,1278
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,6285
0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,2302
2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,14865
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,7018
2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,14356
1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,5650
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,5328
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13216
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,764
0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,4316
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,5822
1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,7803
0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,612
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,5155
0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3401
1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5722
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,5645
0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3974
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3972
0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,4475
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,4012
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,3575
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,3764
0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,-437
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,712
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,12427
0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,-30
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1483
2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14883
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3415
0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,425
0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,872
1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5229
0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1775
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,-1247
1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,6218
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6716
1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,3383
1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,6299
0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,4415
0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,555
0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1556
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,858
2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14666
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,723
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,552
2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,18888
0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,1006
1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,7058
0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2262
0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,651
0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,4079
0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,-180
1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,7741
1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,10703
0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,3020
0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,317
2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,14202
0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,1120
0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,442
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,555
0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,3121
0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,870
1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10251
1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4417
0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,182
0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,468
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,5160
1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,7764
0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,-324
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3973
0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2815
1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,5005
0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,4075
0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1384
1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,9533
0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1740
1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,11932
0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,-509
0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2145
0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,1213
2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,14884
0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,2318
1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,6996
1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7564
0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,1361
1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,11045
0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,-765
1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,8882
1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,9678
1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,8581
0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,-361
0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,-414
1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,5119
0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,1003
1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,6985
2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,13666
2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,14740
1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,11172
1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7466
0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,307
0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,524
1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,6032
0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,2018
0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,-171
0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,4224
1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,8475
1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,7240
0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,149
2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,14763
0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,1183
0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,581
0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,1509
2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,14999
0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,-438
1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,4083
0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,2336
1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,9634
2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,15008
0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,429
1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7129
2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14627
0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,96
0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,299
0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,514
0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,500
1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5164
1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,5195
1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,9031
0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,3653
0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1772
1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,6659
0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1052
1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7440
0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,540
1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,5907
1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,10818
1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,10159
1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,5749
0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,530
1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,8082
1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,10164
0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,2292
1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,4720
0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,3678
0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,1675
0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,-103
0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,1998
0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4445
0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,1614
3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,24569
0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,892
0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2343
0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,1386
1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,7213
1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,5148
0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,626
0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4201
0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,3140
1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5373
0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2994
0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,2727
0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1318
0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,969
1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5710
1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,5785
1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,6417
0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1268
0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2251
0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,4902
0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,169
0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,4803
0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,-382
0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,2355
1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,5270
0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,5480
0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,968
2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,14493
